"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","votes"
1961,"Female","under $25,000","Single (no kids)","Associate's Degree","Republican","No","Yes","Yes","No","Yes","No","Public","No","Yes","No","No","No","No","No","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes",4715,99
1992,"Male","under $25,000","Married (w/kids)","Current K-12","Republican","Yes","Yes","No","No","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","No","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Talk","People","Yes","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4718,41
1990,"Female","over $150,000","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","No","No","No","TMI","No","No","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4734,80
1983,"Male","$25,001 - $50,000","Domestic Partners (w/kids)","High School Diploma","Republican","Yes","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","No","Science","Study first","Yes","Yes","No","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","No","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",4738,94
1992,"Female","under $25,000","Single (no kids)","Current Undergraduate","Democrat","No","Yes","Yes","No","No","Yes","Public","No","Yes","Yes","No","No","No","Yes","Art","Study first","No","No","Yes","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","No","No","No","P.M.","Yes","End","Yes","No","Me","No","No","Yes","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes",4740,29
1960,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Democrat","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Rent","Optimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",4757,98
1962,"Female","$75,000 - $100,000","Married (no kids)","Master's Degree","Independent","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","No","Yes","Me","Yes","No","Yes","No","No","TMI","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",4759,100
1991,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Independent","No","Yes","Yes","No","Yes","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","Yes","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",4761,23
1983,"Female","$25,001 - $50,000","Single (w/kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","No","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","No","Yes","No","A.M.","Yes","Start","No","No","Me","No","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",4768,100
1974,"Male","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Republican","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","Start","No","Yes","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","No","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4770,101
1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","No","Yes","No","Yes","Yes","No","Public","No","No","Yes","No","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","Yes","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","No","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Rent","Optimist","Dad","Yes","No","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",4773,100
1955,"Female","$100,001 - $150,000","Married (no kids)","Associate's Degree","Democrat","No","No","No","Yes","Yes","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",4778,95
1981,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Independent","Yes","Yes","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","No","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Demanding","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","No","Grrr people","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","No","No","Yes","Yes","No","No","Yes","No","No","No",4782,81
1986,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Own","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",4785,84
1964,"Female","$25,001 - $50,000","Single (no kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","No","No","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No",4787,76
1960,"Female","$100,001 - $150,000","Single (w/kids)","Bachelor's Degree","Republican","No","Yes","Yes","No","Yes","Yes","Private","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","No","No","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","Mysterious","Yes","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",4795,25
1945,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Independent","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","No","Start","No","No","Me","Yes","Yes","Yes","No","Yes","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Own","Pessimist","Mom","Yes","No","Yes","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4797,100
1958,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Democrat","No","No","No","Yes","No","No","Public","No","Yes","Yes","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","No","Yes","Mysterious","Yes","Yes","Talk","Technology","Yes","No","No","No","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4799,72
1974,"Female","$25,001 - $50,000","Single (w/kids)","Current Undergraduate","Democrat","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes",4803,92
1994,"Female","under $25,000","Single (no kids)","Current Undergraduate","Independent","Yes","No","Yes","No","No","No","Public","No","Yes","No","Yes","No","No","No","Art","Study first","Yes","No","Yes","Yes","Giving","No","Yes","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","Yes","Tunes","Technology","No","No","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","Yes","Only-child","Yes","No","No",4804,46
1949,"Male","over $150,000","Married (w/kids)","Master's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","No","No","No","Yes","No","No","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","No","A.M.","No","End","Yes","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","No","Yes","No","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",4805,99
1972,"Male","under $25,000","Single (no kids)","Bachelor's Degree","Republican","No","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","No","Yes","TMI","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","No","Grrr people","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",4814,101
1972,"Male","over $150,000","Married (no kids)","Bachelor's Degree","Libertarian","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","No","No","No","A.M.","Yes","End","Yes","No","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4815,83
1957,"Male","over $150,000","Married (w/kids)","Associate's Degree","Democrat","No","Yes","No","Yes","Yes","No","Private","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",4821,98
1974,"Male","$50,000 - $74,999","Married (w/kids)","Associate's Degree","Democrat","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No",4823,101
