"YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","UserID","Happy","votes"
1980,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Democrat","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","No","No","Yes","Only-child","No","No","No",2853,0,50
1982,"Male","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","Libertarian","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","No","No","Yes","No","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","No","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",2854,0,79
1998,"Male","over $150,000","Single (no kids)","Current K-12","Republican","Yes","Yes","No","No","No","No","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","Yes","Space","No","Online","No","No","Yes","No","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",2857,0,100
1982,"Male","over $150,000","Single (no kids)","Doctoral Degree","Independent","Yes","Yes","No","Yes","Yes","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","No","Idealist","No","No","Hot headed","Odd hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Rent","Pessimist","Mom","No","No","Yes","No","Nope","Yes","Yes","No","Yes","No","No","Only-child","No","No","Yes",2859,0,62
1990,"Male","$50,000 - $74,999","Married (no kids)","Current Undergraduate","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes","No","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Rent","Pessimist","Mom","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2861,0,74
1979,"Male","$50,000 - $74,999","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","Yes","Yes","Yes","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","No","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","Yes","Yes","Talk","Technology","Yes","Yes","No","No","Yes","Demanding","Yes","PC","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2863,1,66
1971,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Republican","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","Yes","Yes","Talk","People","Yes","No","No","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",2865,1,100
1984,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","Yes","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Demanding","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",2867,0,56
1944,"Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","Independent","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes",2868,1,55
1976,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Libertarian","Yes","No","No","Yes","No","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","A.M.","Yes","Start","No","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Own","Pessimist","Mom","No","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Only-child","Yes","Yes","Yes",2869,0,101
1968,"Male","over $150,000","Single (w/kids)","Master's Degree","Independent","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","Yes","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Mom","Yes","No","Yes","Yes","Nope","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2870,0,65
1962,"Female","over $150,000","Married (no kids)","Doctoral Degree","Independent","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","No","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",2873,1,64
1985,"Male","$25,001 - $50,000","Married (w/kids)","Associate's Degree","Libertarian","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","No","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Right","No","No","No","No","A.M.","No","End","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","Rent","Optimist","Dad","Yes","Yes","Yes","No","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2874,1,58
1970,"Male","$50,000 - $74,999","Single (w/kids)","Current Undergraduate","Republican","No","No","Yes","No","Yes","No","Public","No","Yes","Yes","Yes","Yes","No","No","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",2876,0,37
1971,"Female","over $150,000","Married (no kids)","Bachelor's Degree","Independent","No","Yes","No","No","No","Yes","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",2877,1,56
1982,"Male","$75,000 - $100,000","Single (no kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",2879,1,99
1973,"Female","$25,001 - $50,000","Domestic Partners (no kids)","Master's Degree","Independent","No","No","No","No","No","No","Public","Yes","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","No","No","Yes","Demanding","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No",2881,0,68
1976,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","No","Receiving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","No","Start","No","No","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","Yes","Yes","No","No","Yes","No","Yes","No",2884,0,92
1987,"Male","under $25,000","Single (no kids)","Master's Degree","Libertarian","No","No","No","No","Yes","No","Public","No","No","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","No","P.M.","Yes","Start","No","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","People","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Rent","Pessimist","Dad","No","No","No","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No",2886,1,65
1981,"Female","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Republican","No","No","No","No","Yes","No","Private","Yes","Yes","No","Yes","No","Yes","No","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","No","No","No","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes",2887,1,92
1964,"Male","over $150,000","Married (w/kids)","Associate's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","No","A.M.","No","Start","Yes","Yes","Me","No","No","No","Yes","No","TMI","No","Yes","Talk","People","Yes","No","No","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","No","No","No","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No",2888,1,63
1983,"Male","over $150,000","Married (no kids)","Master's Degree","Republican","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Talk","People","No","No","No","Yes","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes",2893,1,42
1936,"Male","$50,000 - $74,999","Married (no kids)","Doctoral Degree","Other","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","No","Yes","Mysterious","No","Yes","Tunes","Technology","Yes","No","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",2894,1,101
2000,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","No","No","Yay people!","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","No","Yes","Nope","No","No","No","No","Yes","No","Only-child","Yes","No","Yes",2895,0,39
1996,"Female","$100,001 - $150,000","Single (no kids)","Current K-12","Republican","No","No","No","No","No","Yes","Public","Yes","No","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","Yes","Yes","Giving","No","Yes","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","No","No","No","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",2896,1,99
1993,"Male","$25,001 - $50,000","Single (no kids)","Current Undergraduate","Libertarian","No","Yes","Yes","Yes","Yes","Yes","Private","No","Yes","Yes","No","Yes","No","No","Science","Study first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Only-child","No","No","Yes",2897,0,101
